ds,symbol,close,volume
1990-01-02,LNC,15.25,302400
1990-01-03,LNC,15.3125,145200
1990-01-04,LNC,14.96875,114000
1990-01-05,LNC,14.6875,246400
1990-01-08,LNC,14.78125,134400
1990-01-09,LNC,14.03125,147600
1990-01-10,LNC,14.1875,356400
1990-01-11,LNC,14.25,200000
1990-01-12,LNC,14.0625,76000
1990-01-15,LNC,14.1875,142000
1990-01-16,LNC,14.375,65600
1990-01-17,LNC,14.375,136000
1990-01-18,LNC,14.6875,174000
1990-01-19,LNC,14.3125,100800
1990-01-22,LNC,14.15625,62400
1990-01-23,LNC,14.34375,194400
1990-01-24,LNC,14.125,224800
1990-01-25,LNC,13.9375,146000
1990-01-26,LNC,13.625,138000
1990-01-29,LNC,13.59375,50800
1990-01-30,LNC,13.40625,141200
1990-01-31,LNC,13.6875,194000
1990-02-01,LNC,13.53125,122800
1990-02-02,LNC,13.625,121200
1990-02-05,LNC,13.59375,70000
1990-02-06,LNC,13.4375,129600
1990-02-07,LNC,13.34375,116000
1990-02-08,LNC,13.3125,120000
1990-02-09,LNC,13.21875,48000
1990-02-12,LNC,13.1875,202800
1990-02-13,LNC,13.5,253200
1990-02-14,LNC,13.375,98000
1990-02-15,LNC,13.4375,56000
1990-02-16,LNC,13.3125,108400
1990-02-20,LNC,13.03125,69600
1990-02-21,LNC,13.0625,72800
1990-02-22,LNC,13.0625,111200
1990-02-23,LNC,13.09375,56000
1990-02-26,LNC,13.375,232800
1990-02-27,LNC,13.15625,401200
1990-02-28,LNC,13.25,109200
1990-03-01,LNC,13.4375,107200
1990-03-02,LNC,13.46875,143200
1990-03-05,LNC,13.15625,43600
1990-03-06,LNC,13.4375,48000
1990-03-07,LNC,13.15625,108400
1990-03-08,LNC,13.46875,82000
1990-03-09,LNC,13.46875,39200
1990-03-12,LNC,13.5625,100400
1990-03-13,LNC,13.375,182400
1990-03-14,LNC,13.21875,68000
1990-03-15,LNC,13.5,276000
1990-03-16,LNC,13.75,372000
1990-03-19,LNC,13.5,98800
1990-03-20,LNC,13.5,89200
1990-03-21,LNC,13.53125,278000
1990-03-22,LNC,13.34375,482400
1990-03-23,LNC,13.34375,73200
1990-03-26,LNC,13.375,26000
1990-03-27,LNC,13.46875,58800
1990-03-28,LNC,13.65625,158400
1990-03-29,LNC,13.71875,126400
1990-03-30,LNC,13.875,150400
1990-04-02,LNC,13.8125,178400
1990-04-03,LNC,13.71875,230000
1990-04-04,LNC,13.3125,145600
1990-04-05,LNC,13.0,172400
1990-04-06,LNC,13.03125,175600
1990-04-09,LNC,13.0625,503200
1990-04-10,LNC,13.09375,45600
1990-04-11,LNC,13.25,80800
1990-04-12,LNC,13.875,96400
1990-04-16,LNC,13.78125,184800
1990-04-17,LNC,13.90625,80400
1990-04-18,LNC,13.6875,242000
1990-04-19,LNC,13.625,169600
1990-04-20,LNC,13.1875,240800
1990-04-23,LNC,13.1875,94400
1990-04-24,LNC,13.1875,166800
1990-04-25,LNC,13.125,203200
1990-04-26,LNC,13.1875,101200
1990-04-27,LNC,13.1875,260800
1990-04-30,LNC,13.125,110400
1990-05-01,LNC,13.0625,464000
1990-05-02,LNC,13.0625,383600
1990-05-03,LNC,13.03125,255600
1990-05-04,LNC,13.03125,252400
1990-05-07,LNC,13.0625,93200
1990-05-08,LNC,13.15625,748000
1990-05-09,LNC,13.34375,419200
1990-05-10,LNC,13.25,42400
1990-05-11,LNC,13.6875,176800
1990-05-14,LNC,13.9375,204800
1990-05-15,LNC,13.84375,147200
1990-05-16,LNC,13.84375,50400
1990-05-17,LNC,13.9375,90800
1990-05-18,LNC,13.59375,80800
1990-05-21,LNC,13.53125,146000
1990-05-22,LNC,13.375,294400
1990-05-23,LNC,13.59375,356800
1990-05-24,LNC,13.6875,34400
1990-05-25,LNC,13.78125,120400
1990-05-29,LNC,13.90625,87200
1990-05-30,LNC,13.75,133600
1990-05-31,LNC,13.6875,145600
1990-06-01,LNC,13.59375,118800
1990-06-04,LNC,13.5625,222400
1990-06-05,LNC,13.84375,304000
1990-06-06,LNC,13.6875,286800
1990-06-07,LNC,13.8125,144000
1990-06-08,LNC,13.75,217600
1990-06-11,LNC,13.75,154000
1990-06-12,LNC,13.90625,225600
1990-06-13,LNC,13.8125,104800
1990-06-14,LNC,13.8125,769600
1990-06-15,LNC,13.875,258400
1990-06-18,LNC,13.75,112000
1990-06-19,LNC,13.71875,105600
1990-06-20,LNC,13.8125,674400
1990-06-21,LNC,13.8125,61200
1990-06-22,LNC,13.6875,248000
1990-06-25,LNC,13.71875,165200
1990-06-26,LNC,13.75,171600
1990-06-27,LNC,13.875,46000
1990-06-28,LNC,13.6875,142400
1990-06-29,LNC,13.84375,1986400
1990-07-02,LNC,14.0,543200
1990-07-03,LNC,13.75,70800
1990-07-05,LNC,13.4375,156000
1990-07-06,LNC,13.6875,166800
1990-07-09,LNC,13.53125,56400
1990-07-10,LNC,13.46875,175600
1990-07-11,LNC,13.5625,76000
1990-07-12,LNC,13.71875,78000
1990-07-13,LNC,13.6875,73200
1990-07-16,LNC,13.6875,95200
1990-07-17,LNC,13.5625,135600
1990-07-18,LNC,13.5,88000
1990-07-19,LNC,13.5,114800
1990-07-20,LNC,13.46875,93600
1990-07-23,LNC,13.4375,215600
1990-07-24,LNC,13.21875,345600
1990-07-25,LNC,13.46875,111200
1990-07-26,LNC,13.34375,60000
1990-07-27,LNC,13.34375,78800
1990-07-30,LNC,13.5,196000
1990-07-31,LNC,13.375,72400
1990-08-01,LNC,13.3125,152800
1990-08-02,LNC,12.84375,117600
1990-08-03,LNC,12.6875,177200
1990-08-06,LNC,12.46875,127600
1990-08-07,LNC,12.4375,454000
1990-08-08,LNC,12.5,525200
1990-08-09,LNC,12.40625,336400
1990-08-10,LNC,12.25,153600
1990-08-13,LNC,12.34375,63200
1990-08-14,LNC,12.46875,107200
1990-08-15,LNC,12.625,134000
1990-08-16,LNC,12.25,214400
1990-08-17,LNC,11.46875,312400
1990-08-20,LNC,11.9375,220000
1990-08-21,LNC,11.53125,113600
1990-08-22,LNC,11.15625,530800
1990-08-23,LNC,11.0625,1352400
1990-08-24,LNC,11.21875,145600
1990-08-27,LNC,11.25,121200
1990-08-28,LNC,11.34375,112000
1990-08-29,LNC,11.4375,182400
1990-08-30,LNC,11.375,199200
1990-08-31,LNC,11.53125,106000
1990-09-04,LNC,11.40625,115600
1990-09-05,LNC,11.1875,80000
1990-09-06,LNC,11.09375,152000
1990-09-07,LNC,11.28125,106800
1990-09-10,LNC,11.25,58800
1990-09-11,LNC,11.125,99600
1990-09-12,LNC,11.125,237600
1990-09-13,LNC,11.0,206800
1990-09-14,LNC,10.875,336400
1990-09-17,LNC,10.875,107200
1990-09-18,LNC,10.5625,83600
1990-09-19,LNC,10.78125,141600
1990-09-20,LNC,10.78125,106000
1990-09-21,LNC,10.5625,154800
1990-09-24,LNC,10.4375,121200
1990-09-25,LNC,10.59375,177600
1990-09-26,LNC,10.59375,188400
1990-09-27,LNC,10.53125,162400
1990-09-28,LNC,11.125,336000
